33.882,35.643,36.892,37.862,38.653,39.323,39.903,40.414,40.872,41.286,41.664,42.011,42.333,42.633,42.913,43.176,43.425,43.659,43.882,44.094,44.296,44.489,44.674,44.851,45.022,45.186,45.343,45.496,45.643
30.028,31.788,33.038,34.007,34.799,35.468,36.048,36.56,37.017,37.431,37.809,38.157,38.478,38.778,39.058,39.322,39.57,39.805,40.028,40.239,40.441,40.634,40.819,40.997,41.167,41.331,41.489,41.641,41.788
27.102,28.863,30.112,31.081,31.873,32.542,33.122,33.634,34.091,34.505,34.883,35.231,35.553,35.852,36.133,36.396,36.644,36.879,37.102,37.314,37.516,37.709,37.894,38.071,38.241,38.405,38.563,38.715,38.863
24.654,26.415,27.664,28.633,29.425,30.094,30.674,31.186,31.643,32.057,32.435,32.783,33.105,33.404,33.685,33.948,34.196,34.431,34.654,34.866,35.068,35.261,35.445,35.623,35.793,35.957,36.115,36.267,36.415
